NAME,CODE,CODE2,CODE2CATEG,CODE3,GENERICNAME,DESCRIPTION,CATEGORY,IS_INVENTORY,IS_SERVICE,ACTIVE,MEASUREMENT_UNIT,SALES_PRICE,SALE_INCLUDE_TAX,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,ITEM_TAX,AVAILABLE_AS_TREATMENT,AVAILABLE_AS_DRUG,AVAILABLE_AS_LAB_TEST,AVAILABLE_AS_IMAGING_TEST,AVAILABLE_AS_SURGERY_RELATED,AVAILABLE_AS_INPATIENT_ACCOMM,AVAILABLE_AS_DIAGNOSIS,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE2,USE_IN_MEDIC_ACCOUNTS,DURG_DEFAULT_DOSAGE,DRUG_DEFAULT_ADMINISTRATION,DRUG_DEFAULT_FREQUENCY,DRUG_DEFAULT_REFILLS,WARNINGS
ZAPTO,839779,I10       ,,,Captopril,ZAPTO,,Yes,,Yes,,30.93,34.64,,,,,Yes,,,,,,,,,,,TAB,30,,
SANDOZ CAPTOPRIL,850896,I10       ,,,Captopril,SANDOZ CAPTOPRIL,,Yes,,Yes,,30.74,34.43,,,,,Yes,,,,,,,,,,,TAB,60,,
APO CAPTROPRIL,967303,I10       ,,,Captopril,APO CAPTROPRIL,,Yes,,Yes,,70.02,78.42,,,,,Yes,,,,,,,,,,,TAB,60,,
CAPOTEN,712353,I10       ,,,Captopril,CAPOTEN,,Yes,,Yes,,237.78,266.31,,,,,Yes,,,,,,,,,,,TAB,60,,
ADCO-CAPTOMAX,836478,I10       ,,,Captopril,ADCO-CAPTOMAX,,Yes,,Yes,,26,29.12,,,,,Yes,,,,,,,,,,,TAB,60,,
APO CAPTOPRIL 50MG,967227,I10       ,,,Captopril,APO CAPTOPRIL 50MG,,Yes,,Yes,,92,103.04,,,,,Yes,,,,,,,,,,,TAB,60,,
CARVETREND,704670,I10       ,,,Carvedilol,CARVETREND,,Yes,,Yes,,63.07,70.64,,,,,Yes,,,,,,,,,,,TAB,30,,
CARLOC,700168,I10       ,,,Carvedilol,CARLOC,,Yes,,Yes,,78.4,87.81,,,,,Yes,,,,,,,,,,,TAB,30,,
DILATREND,836354,I10       ,,,Carvedilol,DILATREND,,Yes,,Yes,,165,184.8,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDILOL,290381,I10       ,,,Carvedilol,CARVEDILOL,,Yes,,Yes,,66.35,74.31,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVETREND,704671,I10       ,,,Carvedilol,CARVETREND,,Yes,,Yes,,66.35,74.31,,,,,Yes,,,,,,,,,,,TAB,30,,
CARLOC,705459,I10       ,,,Carvedilol,CARLOC,,Yes,,Yes,,81.7,91.5,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDILOL,900005,I10       ,,,Carvedilol,CARVEDILOL,,Yes,,Yes,,81.76,91.57,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVETREND,704672,I10       ,,,Carvedilol,CARVETREND,,Yes,,Yes,,99.2,111.1,,,,,Yes,,,,,,,,,,,TAB,30,,
CARLOC,897117,I10       ,,,Carvedilol,CARLOC,,Yes,,Yes,,106.21,118.96,,,,,Yes,,,,,,,,,,,TAB,30,,
DILATREND,788856,I10       ,,,Carvedilol,DILATREND,,Yes,,Yes,,168.13,188.31,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDI DENK,267681,I10       ,,,Carvedilol,CARVEDI DENK,,Yes,,Yes,,105.97,118.69,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDILOL-HEXAL,705767,I10       ,,,Carvedilol,CARVEDILOL-HEXAL,,Yes,,Yes,,115.36,129.2,,,,,Yes,,,,,,,,,,,TAB,30,,
DILATREND,833428,I10       ,,,Carvedilol,DILATREND,,Yes,,Yes,,147.9,165.65,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDILOL,907179,I10       ,,,Carvedilol,CARVEDILOL,,Yes,,Yes,,80.69,90.37,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDILOL,290422,I10       ,,,Carvedilol,CARVEDILOL,,Yes,,Yes,,80.69,90.37,,,,,Yes,,,,,,,,,,,TAB,30,,
ASPEN CARVEDILOL,710338,I10       ,,,Carvedilol,ASPEN CARVEDILOL,,Yes,,Yes,,80.69,90.37,,,,,Yes,,,,,,,,,,,TAB,30,,
DILATREND,270003,I10       ,,,Carvedilol,DILATREND,,Yes,,Yes,,180.53,202.19,,,,,Yes,,,,,,,,,,,TAB,30,,
KARVIL,967633,I10       ,,,Carvedilol,KARVIL,,Yes,,Yes,,80.69,90.37,,,,,Yes,,,,,,,,,,,TAB,30,,
CARVEDILOL UNICORN,716743,I10       ,,,Carvedilol,CARVEDILOL UNICORN,,Yes,,Yes,,80.69,90.37,,,,,Yes,,,,,,,,,,,TAB,30,,
DILATREND,270003,I10       ,,,Carvedilol,DILATREND,,Yes,,Yes,,180.53,202.19,,,,,Yes,,,,,,,,,,,TAB,30,,
DIXARIT,720704,I10       ,,,Clonidine,DIXARIT,,Yes,,Yes,,391.66,438.66,,,,,Yes,,,,,,,,,,,TAB,100,,
CARDURA XL,869856,I10       ,,,Doxazosin,CARDURA XL,,Yes,,Yes,,262.16,293.62,,,,,Yes,,,,,,,,,,,TAB,30,,
CARDURAL XL 8,869864,I10       ,,,Doxazosin,CARDURAL XL 8,,Yes,,Yes,,362.73,406.26,,,,,Yes,,,,,,,,,,,TAB,30,,
ENAP,891279,I10       ,,,Enalapril,ENAP,,Yes,,Yes,,55.87,62.57,,,,,Yes,,,,,,,,,,,TAB,30,,
HR-ENALAPRIL,867861,I10       ,,,Enalapril,HR-ENALAPRIL,,Yes,,Yes,,87.76,98.29,,,,,Yes,,,,,,,,,,,TAB,30,,
RENITEC,759767,I10       ,,,Enalapril,RENITEC,,Yes,,Yes,,90.45,101.3,,,,,Yes,,,,,,,,,,,TAB,30,,
RENITEC,759759,I10       ,,,Enalapril,RENITEC,,Yes,,Yes,,35.39,39.64,,,,,Yes,,,,,,,,,,,TAB,30,,
ENAP,891280,I10       ,,,Enalapril,ENAP,,Yes,,Yes,,98.14,109.92,,,,,Yes,,,,,,,,,,,TAB,30,,
RENITEC,759783,I10       ,,,Enalapril,RENITEC,,Yes,,Yes,,49,54.88,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL MALEATE,290246,I10       ,,,Enalapril,ENALAPRIL MALEATE,,Yes,,Yes,,34.75,38.92,,,,,Yes,,,,,,,,,,,TAB,30,,
ENAP,891272,I10       ,,,Enalapril,ENAP,,Yes,,Yes,,34.75,38.92,,,,,Yes,,,,,,,,,,,TAB,30,,
ALAPREN 10,881481,I10       ,,,Enalapril,ALAPREN 10,,Yes,,Yes,,50.78,56.87,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLATEC,894316,I10       ,,,Enalapril,CIPLATEC,,Yes,,Yes,,36.4,40.77,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL MALEATE,290247,I10       ,,,Enalapril,ENALAPRIL MALEATE,,Yes,,Yes,,36.4,40.77,,,,,Yes,,,,,,,,,,,TAB,30,,
HR-ENALAPRIL,867845,I10       ,,,Enalapril,HR-ENALAPRIL,,Yes,,Yes,,36.96,41.4,,,,,Yes,,,,,,,,,,,TAB,30,,
PHARMAPRESS,708109,I10       ,,,Enalapril,PHARMAPRESS,,Yes,,Yes,,36.26,40.61,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL MALEATE,906980,I10       ,,,Enalapril,ENALAPRIL MALEATE,,Yes,,Yes,,36.26,40.61,,,,,Yes,,,,,,,,,,,TAB,30,,
KORANDIL,267215,I10       ,,,Enalapril,KORANDIL,,Yes,,Yes,,36.26,40.61,,,,,Yes,,,,,,,,,,,TAB,30,,
ALAPREN,881503,I10       ,,,Enalapril,ALAPREN,,Yes,,Yes,,67.57,75.68,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL MALEATE,906972,I10       ,,,Enalapril,ENALAPRIL MALEATE,,Yes,,Yes,,76.26,85.41,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL MALEATE PLUS HYDROCHL,290255,I10       ,,,Enalapril,ENALAPRIL MALEATE PLUS HYDROCHL,,Yes,,Yes,,76.26,85.41,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL UNICORN,886843,I10       ,,,Enalapril,ENALAPRIL UNICORN,,Yes,,Yes,,76.26,85.41,,,,,Yes,,,,,,,,,,,TAB,30,,
HR-ENALAPRIL,867853,I10       ,,,Enalapril,HR-ENALAPRIL,,Yes,,Yes,,51.82,58.04,,,,,Yes,,,,,,,,,,,TAB,30,,
ADCO-ENALAPRIL,886835,I10       ,,,Enalapril,ADCO-ENALAPRIL,,Yes,,Yes,,51.5,57.68,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLATEC,701729,I10       ,,,Enalapril,CIPLATEC,,Yes,,Yes,,91.09,102.02,,,,,Yes,,,,,,,,,,,TAB,30,,
ALAPREN,881473,I10       ,,,Enalapril,ALAPREN,,Yes,,Yes,,29.52,33.06,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLATEC,894324,I10       ,,,Enalapril,CIPLATEC,,Yes,,Yes,,55.52,62.18,,,,,Yes,,,,,,,,,,,TAB,30,,
KORANDIL,967217,I10       ,,,Enalapril,KORANDIL,,Yes,,Yes,,55.84,62.54,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL UNICORN,886851,I10       ,,,Enalapril,ENALAPRIL UNICORN,,Yes,,Yes,,156.42,175.19,,,,,Yes,,,,,,,,,,,TAB,30,,
ENALAPRIL MALEATE,290245,I10       ,,,Enalapril,ENALAPRIL MALEATE,,Yes,,Yes,,91.78,102.79,,,,,Yes,,,,,,,,,,,TAB,30,,
PHARMAPRESS,868922,I10       ,,,Enalapril,PHARMAPRESS,,Yes,,Yes,,91.78,102.79,,,,,Yes,,,,,,,,,,,TAB,30,,
ENAP CO 20MG/12.5MG,891287,I10       ,,,Enalapril and diuretics,ENAP CO 20MG/12.5MG,,Yes,,Yes,,101.41,113.58,,,,,Yes,,,,,,,,,,,TAB,30,,
CO-RENITEC 20MG/12.5MG,787035,I10       ,,,Enalapril and diuretics,CO-RENITEC 20MG/12.5MG,,Yes,,Yes,,108.5,121.52,,,,,Yes,,,,,,,,,,,TAB,30,,
DYNACIRC,782963,I10       ,,,Isradipine,DYNACIRC,,Yes,,Yes,,333.83,373.89,,,,,Yes,,,,,,,,,,,TAB,30,,
ZESTRIL,781681,I10       ,,,Lisinopril,ZESTRIL,,Yes,,Yes,,66.75,74.76,,,,,Yes,,,,,,,,,,,TAB,30,,
ZESTRIL,781711,I10       ,,,Lisinopril,ZESTRIL,,Yes,,Yes,,67.87,76.01,,,,,Yes,,,,,,,,,,,TAB,30,,
LISINOPRIL HCTZ,290526,I10       ,,,Lisinopril,LISINOPRIL HCTZ,,Yes,,Yes,,70.77,79.26,,,,,Yes,,,,,,,,,,,TAB,30,,
LISTRIL 5MG TABS,967144,I10       ,,,Lisinopril,LISTRIL 5MG TABS,,Yes,,Yes,,70.77,79.26,,,,,Yes,,,,,,,,,,,TAB,30,,
ZESTRIL,781703,I10       ,,,Lisinopril,ZESTRIL,,Yes,,Yes,,42.57,47.68,,,,,Yes,,,,,,,,,,,TAB,30,,
HEXAL-LISINOPRIL CO 10/12.5MG,704703,I10       ,,,Lisinopril and diuretics,HEXAL-LISINOPRIL CO 10/12.5MG,,Yes,,Yes,,70.77,79.26,,,,,Yes,,,,,,,,,,,TAB,30,,
ZESTORETIC 20MG/12.5MG,797685,I10       ,,,Lisinopril and diuretics,ZESTORETIC 20MG/12.5MG,,Yes,,Yes,,77.78,87.11,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLAZAR,716643,I10       ,,,Losartan,CIPLAZAR,,Yes,,Yes,,119.58,133.93,,,,,Yes,,,,,,,,,,,TAB,30,,
COZAAR,818739,I10       ,,,Losartan,COZAAR,,Yes,,Yes,,101.95,114.18,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLA-LOSARTAN,709845,I10       ,,,Losartan,CIPLA-LOSARTAN,,Yes,,Yes,,119.58,133.93,,,,,Yes,,,,,,,,,,,TAB,30,,
COZAAR,710079,I10       ,,,Losartan,COZAAR,,Yes,,Yes,,70,78.4,,,,,Yes,,,,,,,,,,,TAB,30,,
LOSARTAN UNICORN,718365,I10       ,,,Losartan,LOSARTAN UNICORN,,Yes,,Yes,,119.58,133.93,,,,,Yes,,,,,,,,,,,TAB,30,,
HYPOTONE,732079,I10       ,,,Methyldopa ,HYPOTONE,,Yes,,Yes,,357.97,400.93,,,,,Yes,,,,,,,,,,,TAB,90,,
HYPOTONE,732052,I10       ,,,Methyldopa ,HYPOTONE,,Yes,,Yes,,357.97,400.93,,,,,Yes,,,,,,,,,,,TAB,90,,
SANDOZ METHYLDOPA,764116,I10       ,,,Methyldopa ,SANDOZ METHYLDOPA,,Yes,,Yes,,74.05,82.94,,,,,Yes,,,,,,,,,,,TAB,90,,
APO METHYLDOPA 250MG TAB,267174,I10       ,,,Methyldopa ,APO METHYLDOPA 250MG TAB,,Yes,,Yes,,74.05,82.94,,,,,Yes,,,,,,,,,,,TAB,90,,
METHYLDOPA,901571,I10       ,,,Methyldopa ,METHYLDOPA,,Yes,,Yes,,74.05,82.94,,,,,Yes,,,,,,,,,,,TAB,90,,
METHYLDOPA,267409,I10       ,,,Methyldopa ,METHYLDOPA,,Yes,,Yes,,74.05,82.94,,,,,Yes,,,,,,,,,,,TAB,90,,
APO METHYLDOPA 250MG TAB,967174,I10       ,,,Methyldopa ,APO METHYLDOPA 250MG TAB,,Yes,,Yes,,716.8,802.82,,,,,Yes,,,,,,,,,,,TAB,90,,
DOPATAB 250MG,967264,I10       ,,,Methyldopa ,DOPATAB 250MG,,Yes,,Yes,,74.05,82.94,,,,,Yes,,,,,,,,,,,TAB,90,,
METHYLDOPA,967409,I10       ,,,Methyldopa ,METHYLDOPA,,Yes,,Yes,,89.1,99.79,,,,,Yes,,,,,,,,,,,TAB,90,,
NIFELAT LA,267414,I10       ,,,Nifedipine,NIFELAT LA,,Yes,,Yes,,65.26,73.09,,,,,Yes,,,,,,,,,,,TAB,30,,
ADALAT XL,793132,I10       ,,,Nifedipine,ADALAT XL,,Yes,,Yes,,262.4,293.89,,,,,Yes,,,,,,,,,,,TAB,28,,
ADALAT XL,793124,I10       ,,,Nifedipine,ADALAT XL,,Yes,,Yes,,189.48,212.22,,,,,Yes,,,,,,,,,,,TAB,28,,
ADALAT RETARD,783889,I10       ,,,Nifedipine,ADALAT RETARD,,Yes,,Yes,,446.21,499.76,,,,,Yes,,,,,,,,,,,TAB,30,,
CALCIGARD RETARD 20MG TABS,267132,I10       ,,,Nifedipine,CALCIGARD RETARD 20MG TABS,,Yes,,Yes,,65.26,73.09,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDALAT 20SR,829501,I10       ,,,Nifedipine,NIFEDALAT 20SR,,Yes,,Yes,,65.26,73.09,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPALAT RETARD,864153,I10       ,,,Nifedipine,CIPALAT RETARD,,Yes,,Yes,,65.78,73.67,,,,,Yes,,,,,,,,,,,TAB,30,,
ADALAT XL,711607,I10       ,,,Nifedipine,ADALAT XL,,Yes,,Yes,,219.56,245.91,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDIPINE SR,267510,I10       ,,,Nifedipine,NIFEDIPINE SR,,Yes,,Yes,,119.3,133.62,,,,,Yes,,,,,,,,,,,TAB,60,,
MACOREL SR,715000,I10       ,,,Nifedipine,MACOREL SR,,Yes,,Yes,,164.83,184.61,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDI-DENK RETARD,267517,I10       ,,,Nifedipine,NIFEDI-DENK RETARD,,Yes,,Yes,,119.3,133.62,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDIPINE,910020,I10       ,,,Nifedipine,NIFEDIPINE,,Yes,,Yes,,119.3,133.62,,,,,Yes,,,,,,,,,,,TAB,30,,
ADALAT RETARD,796891,I10       ,,,Nifedipine,ADALAT RETARD,,Yes,,Yes,,338.66,379.3,,,,,Yes,,,,,,,,,,,TAB,60,,
SPEC NIFEDIPINE SR,715002,I10       ,,,Nifedipine,SPEC NIFEDIPINE SR,,Yes,,Yes,,119.3,133.62,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDIPINE SR,267416,I10       ,,,Nifedipine,NIFEDIPINE SR,,Yes,,Yes,,113.42,127.03,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDIPINE,290229,I10       ,,,Nifedipine,NIFEDIPINE,,Yes,,Yes,,90.46,101.32,,,,,Yes,,,,,,,,,,,TAB,60,,
A-LENNON NIFEDIPINE,893657,I10       ,,,Nifedipine,A-LENNON NIFEDIPINE,,Yes,,Yes,,88.19,98.77,,,,,Yes,,,,,,,,,,,TAB,60,,
NIFEDI-DENK RETARD,967517,I10       ,,,Nifedipine,NIFEDI-DENK RETARD,,Yes,,Yes,,142.21,159.28,,,,,Yes,,,,,,,,,,,TAB,30,,
BIO NIFEDIPINE XL,718083,I10       ,,,Nifedipine,BIO NIFEDIPINE XL,,Yes,,Yes,,105.87,118.57,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDIPINE SR,967416,I10       ,,,Nifedipine,NIFEDIPINE SR,,Yes,,Yes,,107.17,120.03,,,,,Yes,,,,,,,,,,,TAB,100,,
NIFELAT LA,967414,I10       ,,,Nifedipine,NIFELAT LA,,Yes,,Yes,,107.1,119.95,,,,,Yes,,,,,,,,,,,TAB,30,,
CALCIGARD RETARD 20MG TABS,967132,I10       ,,,Nifedipine,CALCIGARD RETARD 20MG TABS,,Yes,,Yes,,34.58,38.73,,,,,Yes,,,,,,,,,,,TAB,30,,
ADCO-VASCARD 30 SR,861545,I10       ,,,Nifedipine,ADCO-VASCARD 30 SR,,Yes,,Yes,,220.26,246.69,,,,,Yes,,,,,,,,,,,TAB,30,,
CARDIFEN,780502,I10       ,,,Nifedipine,CARDIFEN,,Yes,,Yes,,137.38,153.87,,,,,Yes,,,,,,,,,,,TAB,60,,
NIFEDIPINE,903337,I10       ,,,Nifedipine,NIFEDIPINE,,Yes,,Yes,,73.79,82.64,,,,,Yes,,,,,,,,,,,TAB,60,,
NIFEDIPINE,900219,I10       ,,,Nifedipine,NIFEDIPINE,,Yes,,Yes,,72.21,80.88,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDALAT,818658,I10       ,,,Nifedipine,NIFEDALAT,,Yes,,Yes,,75.55,84.62,,,,,Yes,,,,,,,,,,,TAB,60,,
NIFELAT,967415,I10       ,,,Nifedipine,NIFELAT,,Yes,,Yes,,62.05,69.5,,,,,Yes,,,,,,,,,,,TAB,60,,
NIMOTOP,793353,I10       ,,,Nimodipine,NIMOTOP,,Yes,,Yes,,928.89,1040.36,,,,,Yes,,,,,,,,,,,TAB,60,,
SYRINGE 05ML&21G NEED .8X40 LUER SLIP,468089,I10       ,,,Medical Devices,SYRINGE 05ML&21G NEED .8X40 LUER SLIP,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
LOSARTAN,290618,I10       ,,,Losartan,LOSARTAN,,Yes,,Yes,,104.16,116.66,,,,,Yes,,,,,,,,,,,TAB,30,,
NIFEDI DENK 10MG,967692,I10       ,,,Nifedipine,NIFEDI DENK 10MG,,Yes,,Yes,,92.43,103.52,,,,,Yes,,,,,,,,,,,TAB,60,,
PLENISH K,755753,I10       ,,,Potassium chloride,PLENISH K,,Yes,,Yes,,124.42,139.35,,,,,Yes,,,,,,,,,,,TAB,30,,
POTASSIUM CHLORIDE,290191,I10       ,,,Potassium chloride,POTASSIUM CHLORIDE,,Yes,,Yes,,124.42,139.35,,,,,Yes,,,,,,,,,,,TAB,30,,
APO K 600MG TAB,267155,I10       ,,,Potassium chloride,APO K 600MG TAB,,Yes,,Yes,,124.42,139.35,,,,,Yes,,,,,,,,,,,TAB,30,,
SLOW-K,764396,I10       ,,,Potassium chloride,SLOW-K,,Yes,,Yes,,719.53,805.87,,,,,Yes,,,,,,,,,,,TAB,30,,
APO K 600MG TAB,967155,I10       ,,,Potassium chloride,APO K 600MG TAB,,Yes,,Yes,,614.8,688.58,,,,,Yes,,,,,,,,,,,TAB,30,,
PRATSIOL,782130,I10       ,,,Prazosin,PRATSIOL,,Yes,,Yes,,281.17,314.91,,,,,Yes,,,,,,,,,,,TAB,30,,
PRAZOSIN,903760,I10       ,,,Prazosin,PRAZOSIN,,Yes,,Yes,,140.83,157.73,,,,,Yes,,,,,,,,,,,TAB,30,,
PRATSIOL,782122,I10       ,,,Prazosin,PRATSIOL,,Yes,,Yes,,139.28,155.99,,,,,Yes,,,,,,,,,,,TAB,30,,
ADCO-PROPRANOLOL ,791105,I10       ,,,Propranolol,ADCO-PROPRANOLOL ,,Yes,,Yes,,20.62,23.09,,,,,Yes,,,,,,,,,,,TAB,60,,
APO PROPRANOLOL 40MG TAB,267183,I10       ,,,Propranolol,APO PROPRANOLOL 40MG TAB,,Yes,,Yes,,38.75,43.4,,,,,Yes,,,,,,,,,,,TAB,60,,
PRODOROL,787175,I10       ,,,Propranolol,PRODOROL,,Yes,,Yes,,119.86,134.24,,,,,Yes,,,,,,,,,,,TAB,60,,
PURBLOKA,758140,I10       ,,,Propranolol,PURBLOKA,,Yes,,Yes,,9.82,11,,,,,Yes,,,,,,,,,,,TAB,30,,
EMFORAL,967383,I10       ,,,Propranolol,EMFORAL,,Yes,,Yes,,34.69,38.85,,,,,Yes,,,,,,,,,,,TAB,60,,
APO PROPRANOLOL 40MG TAB,967183,I10       ,,,Propranolol,APO PROPRANOLOL 40MG TAB,,Yes,,Yes,,240.32,269.16,,,,,Yes,,,,,,,,,,,TAB,60,,
PURBLOKA,758167,I10       ,,,Propranolol,PURBLOKA,,Yes,,Yes,,60.8,68.1,,,,,Yes,,,,,,,,,,,TAB,60,,
PROPRANOLOL,290215,I10       ,,,Propranolol,PROPRANOLOL,,Yes,,Yes,,20.62,23.09,,,,,Yes,,,,,,,,,,,TAB,60,,
PROPRANOLOL,290216,I10       ,,,Propranolol,PROPRANOLOL,,Yes,,Yes,,20.62,23.09,,,,,Yes,,,,,,,,,,,TAB,60,,
SANDOZ PROPANOLOL ,712612,I10       ,,,Propranolol,SANDOZ PROPANOLOL ,,Yes,,Yes,,10,11.2,,,,,Yes,,,,,,,,,,,TAB,60,,
INDERAL,732575,I10       ,,,Propranolol,INDERAL,,Yes,,Yes,,258.82,289.88,,,,,Yes,,,,,,,,,,,TAB,60,,
PROPRANOLOL,901954,I10       ,,,Propranolol,PROPRANOLOL,,Yes,,Yes,,20.62,23.09,,,,,Yes,,,,,,,,,,,TAB,60,,
ACCUPRIL,783307,I10       ,,,Quinapril,ACCUPRIL,,Yes,,Yes,,122.02,136.66,,,,,Yes,,,,,,,,,,,TAB,30,,
ACCUMAX,708119,I10       ,,,Quinapril,ACCUMAX,,Yes,,Yes,,50.78,56.87,,,,,Yes,,,,,,,,,,,TAB,30,,
ACCUMAX,708120,I10       ,,,Quinapril,ACCUMAX,,Yes,,Yes,,77.01,86.25,,,,,Yes,,,,,,,,,,,TAB,30,,
ACCUPRIL,783315,I10       ,,,Quinapril,ACCUPRIL,,Yes,,Yes,,187.87,210.41,,,,,Yes,,,,,,,,,,,TAB,30,,
ACCURETIC 10/12.5,795755,I10       ,,,Quinapril and diuretics,ACCURETIC 10/12.5,,Yes,,Yes,,177.39,198.68,,,,,Yes,,,,,,,,,,,TAB,28,,
ACCUMAX CO 10MG/12.5MG,708116,I10       ,,,Quinapril and diuretics,ACCUMAX CO 10MG/12.5MG,,Yes,,Yes,,93.26,104.45,,,,,Yes,,,,,,,,,,,TAB,30,,
ACCUMAX CO 20MG/12.5MG,708118,I10       ,,,Quinapril and diuretics,ACCUMAX CO 20MG/12.5MG,,Yes,,Yes,,139.41,156.14,,,,,Yes,,,,,,,,,,,TAB,30,,
ACCURETIC 20/12.5,805297,I10       ,,,Quinapril and diuretics,ACCURETIC 20/12.5,,Yes,,Yes,,225.15,252.17,,,,,Yes,,,,,,,,,,,TAB,30,,
RAMIWIN,704025,I10       ,,,Ramipril,RAMIWIN,,Yes,,Yes,,218.45,244.66,,,,,Yes,,,,,,,,,,,TAB,30,,
TRITACE,782602,I10       ,,,Ramipril,TRITACE,,Yes,,Yes,,373.23,418.02,,,,,Yes,,,,,,,,,,,TAB,30,,
TRITACE,841587,I10       ,,,Ramipril,TRITACE,,Yes,,Yes,,215.03,240.83,,,,,Yes,,,,,,,,,,,TAB,30,,
RAMIPRIL,900085,I10       ,,,Ramipril,RAMIPRIL,,Yes,,Yes,,175.07,196.08,,,,,Yes,,,,,,,,,,,TAB,84,,
ARROW RAMIPRIL,711159,I10       ,,,Ramipril,ARROW RAMIPRIL,,Yes,,Yes,,175.07,196.08,,,,,Yes,,,,,,,,,,,TAB,30,,
TRITACE,841595,I10       ,,,Ramipril,TRITACE,,Yes,,Yes,,379.64,425.2,,,,,Yes,,,,,,,,,,,TAB,30,,
TRI-PLEN FORTE 5MG/5MG,862215,I10       ,,,Ramipril and felodipine,TRI-PLEN FORTE 5MG/5MG,,Yes,,Yes,,390.6,437.47,,,,,Yes,,,,,,,,,,,TAB,30,,
SOD CHLOR POUR BOTTLE 0.9% AFF633N/6734N,836044,I10       ,,,Sodium chloride,SOD CHLOR POUR BOTTLE 0.9% AFF633N/6734N,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,INJ,1,,
SPIRONOLACTONE,290211,I10       ,,,Spironolactone,SPIRONOLACTONE,,Yes,,Yes,,34.5,38.64,,,,,Yes,,,,,,,,,,,TAB,30,,
SANDOZ SPIRONOLACTONE,769665,I10       ,,,Spironolactone,SANDOZ SPIRONOLACTONE,,Yes,,Yes,,34.51,38.65,,,,,Yes,,,,,,,,,,,TAB,30,,
SPIRACTIN,765910,I10       ,,,Spironolactone,SPIRACTIN,,Yes,,Yes,,43.6,48.83,,,,,Yes,,,,,,,,,,,TAB,30,,
SPIRONOLACTONE,902829,I10       ,,,Spironolactone,SPIRONOLACTONE,,Yes,,Yes,,60.99,68.31,,,,,Yes,,,,,,,,,,,TAB,30,,
ALDACTONE,701793,I10       ,,,Spironolactone,ALDACTONE,,Yes,,Yes,,175.38,196.43,,,,,Yes,,,,,,,,,,,TAB,30,,
SPIRONOLACTONE,267445,I10       ,,,Spironolactone,SPIRONOLACTONE,,Yes,,Yes,,60.99,68.31,,,,,Yes,,,,,,,,,,,TAB,30,,
SPIRONOLACTONE,967445,I10       ,,,Spironolactone,SPIRONOLACTONE,,Yes,,Yes,,60.99,68.31,,,,,Yes,,,,,,,,,,,TAB,30,,
MICARDIS 40 MG,860387,I10       ,,,Telmisartan,MICARDIS 40 MG,,Yes,,Yes,,181.22,202.97,,,,,Yes,,,,,,,,,,,TAB,28,,
MICARDIS 80 MG,860395,I10       ,,,Telmisartan,MICARDIS 80 MG,,Yes,,Yes,,181.22,202.97,,,,,Yes,,,,,,,,,,,TAB,28,,
TWYNSTA 80MG/10MG (NAMIBIA ONLY),716328,I10       ,,,Telmisartan and amlodipine,TWYNSTA 80MG/10MG (NAMIBIA ONLY),,Yes,,Yes,,388.93,435.6,,,,,Yes,,,,,,,,,,,TAB,30,,
TWYNSTA 80/5 MG,717368,I10       ,,,Telmisartan and amlodipine,TWYNSTA 80/5 MG,,Yes,,Yes,,267.51,299.61,,,,,Yes,,,,,,,,,,,TAB,30,,
