NAME,CODE,CODE2,CODE2CATEG,CODE3,GENERICNAME,DESCRIPTION,CATEGORY,IS_INVENTORY,IS_SERVICE,ACTIVE,MEASUREMENT_UNIT,SALES_PRICE,SALE_INCLUDE_TAX,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,ITEM_TAX,AVAILABLE_AS_TREATMENT,AVAILABLE_AS_DRUG,AVAILABLE_AS_LAB_TEST,AVAILABLE_AS_IMAGING_TEST,AVAILABLE_AS_SURGERY_RELATED,AVAILABLE_AS_INPATIENT_ACCOMM,AVAILABLE_AS_DIAGNOSIS,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE2,USE_IN_MEDIC_ACCOUNTS,DURG_DEFAULT_DOSAGE,DRUG_DEFAULT_ADMINISTRATION,DRUG_DEFAULT_FREQUENCY,DRUG_DEFAULT_REFILLS,WARNINGS
TWYNSTA 80MG/5MG (NAMIBIA ONLY),716327,I10       ,,,Telmisartan and amlodipine,TWYNSTA 80MG/5MG (NAMIBIA ONLY),,Yes,,Yes,,332.93,372.88,,,,,Yes,,,,,,,,,,,TAB,30,,
TWYNSTA 40/10 MG,717367,I10       ,,,Telmisartan and amlodipine,TWYNSTA 40/10 MG,,Yes,,Yes,,304.53,341.07,,,,,Yes,,,,,,,,,,,TAB,30,,
TWYNSTA 40/5 MG,717366,I10       ,,,Telmisartan and amlodipine,TWYNSTA 40/5 MG,,Yes,,Yes,,267.51,299.61,,,,,Yes,,,,,,,,,,,TAB,30,,
TWYNSTA 40MG/10MG (NAMIBIA ONLY),716326,I10       ,,,Telmisartan and amlodipine,TWYNSTA 40MG/10MG (NAMIBIA ONLY),,Yes,,Yes,,378.99,424.47,,,,,Yes,,,,,,,,,,,TAB,30,,
TWYNSTA 40MG/5MG (NAMIBIA ONLY),716324,I10       ,,,Telmisartan and amlodipine,TWYNSTA 40MG/5MG (NAMIBIA ONLY),,Yes,,Yes,,310.74,348.03,,,,,Yes,,,,,,,,,,,TAB,28,,
TWYNSTA 80/10 MG,717369,I10       ,,,Telmisartan and amlodipine,TWYNSTA 80/10 MG,,Yes,,Yes,,305.93,342.64,,,,,Yes,,,,,,,,,,,TAB,28,,
CO-MICARDIS 80MG/25MG,716791,I10       ,,,Telmisartan and diuretics,CO-MICARDIS 80MG/25MG,,Yes,,Yes,,225.82,252.92,,,,,Yes,,,,,,,,,,,TAB,28,,
"CO-MICARDIS 40/12,5 MG",894614,I10       ,,,Telmisartan and diuretics,"CO-MICARDIS 40/12,5 MG",,Yes,,Yes,,181.22,202.97,,,,,Yes,,,,,,,,,,,TAB,28,,
"CO-MICARDIS 80/12,5 MG",894621,I10       ,,,Telmisartan and diuretics,"CO-MICARDIS 80/12,5 MG",,Yes,,Yes,,181.22,202.97,,,,,Yes,,,,,,,,,,,TAB,28,,
TAREG,705060,I10       ,,,Valsartan,TAREG,,Yes,,Yes,,161.3,180.66,,,,,Yes,,,,,,,,,,,TAB,28,,
TAREG,704696,I10       ,,,Valsartan,TAREG,,Yes,,Yes,,162.53,182.03,,,,,Yes,,,,,,,,,,,TAB,28,,
CO-TAREG,705068,I10       ,,,Valsartan,CO-TAREG,,Yes,,Yes,,199.2,223.1,,,,,Yes,,,,,,,,,,,TAB,28,,
CO-TAREG,705068,I10       ,,,Valsartan,CO-TAREG,,Yes,,Yes,,199.2,223.1,,,,,Yes,,,,,,,,,,,TAB,28,,
DIOVAN,700000,I10       ,,,Valsartan,DIOVAN,,Yes,,Yes,,243.14,272.32,,,,,Yes,,,,,,,,,,,TAB,28,,
EXFORGE ,719126,I10       ,,,Valsartan and amlodipine,EXFORGE ,,Yes,,Yes,,447.47,501.17,,,,,Yes,,,,,,,,,,,TAB,30,,
EXFORGE ,711253,I10       ,,,Valsartan and amlodipine,EXFORGE ,,Yes,,Yes,,244.43,273.76,,,,,Yes,,,,,,,,,,,TAB,30,,
EXFORGE ,719125,I10       ,,,Valsartan and amlodipine,EXFORGE ,,Yes,,Yes,,417.63,467.75,,,,,Yes,,,,,,,,,,,TAB,30,,
EXFORGE ,711254,I10       ,,,Valsartan and amlodipine,EXFORGE ,,Yes,,Yes,,278.24,311.63,,,,,Yes,,,,,,,,,,,TAB,30,,
CO-DIOVAN ,891894,I10       ,,,Valsartan and diuretics,CO-DIOVAN ,,Yes,,Yes,,209.75,234.92,,,,,Yes,,,,,,,,,,,TAB,30,,
CO-DIOVAN  PLUS,706051,I10       ,,,Valsartan and diuretics,CO-DIOVAN  PLUS,,Yes,,Yes,,238.6,267.23,,,,,Yes,,,,,,,,,,,TAB,28,,
CO-DIOVAN 80MG/12.5MG,839884,I10       ,,,Valsartan and diuretics,CO-DIOVAN 80MG/12.5MG,,Yes,,Yes,,283,316.96,,,,,Yes,,,,,,,,,,,TAB,28,,
CO-DIOVAN ,710050,I10       ,,,Valsartan and diuretics,CO-DIOVAN ,,Yes,,Yes,,290.19,325.01,,,,,Yes,,,,,,,,,,,TAB,28,,
CO-DIOVAN ,710048,I10       ,,,Valsartan and diuretics,CO-DIOVAN ,,Yes,,Yes,,299.4,335.33,,,,,Yes,,,,,,,,,,,TAB,30,,
CO EXFORGE ,717631,I10       ,,,"Valsartan, amlodipine, and hydrochlorothiazide",CO EXFORGE ,,Yes,,Yes,,292.75,327.88,,,,,Yes,,,,,,,,,,,TAB,30,,
CO EXFORGE ,717633,I10       ,,,"Valsartan, amlodipine, and hydrochlorothiazide",CO EXFORGE ,,Yes,,Yes,,333.26,373.25,,,,,Yes,,,,,,,,,,,TAB,30,,
CO EXFORGE 10MG/320MG/25MG,719127,I10       ,,,"Valsartan, amlodipine, and hydrochlorothiazide",CO EXFORGE 10MG/320MG/25MG,,Yes,,Yes,,382.46,428.36,,,,,Yes,,,,,,,,,,,TAB,30,,
ISOPTIN SR,734373,I10       ,,,Verapamil,ISOPTIN SR,,Yes,,Yes,,739.07,827.76,,,,,Yes,,,,,,,,,,,TAB,30,,
VERAHEXAL 240 SR,700071,I10       ,,,Verapamil,VERAHEXAL 240 SR,,Yes,,Yes,,170.26,190.69,,,,,Yes,,,,,,,,,,,TAB,30,,
VASOMIL,774944,I10       ,,,Verapamil,VASOMIL,,Yes,,Yes,,62.56,70.07,,,,,Yes,,,,,,,,,,,TAB,60,,
SIMILASAN DRY RED EYE RELIEF NO 1 (0.45M,704406,H92.0     ,,,Antihistamines,SIMILASAN DRY RED EYE RELIEF NO 1 (0.45M,,Yes,,Yes,,264.85,296.63,,,,,Yes,,,,,,,,,,,OPD,30,,
CINNARIZINE,290112,H81.4     ,,,Cinnarizine,CINNARIZINE,,Yes,,Yes,,62.69,70.21,,,,,Yes,,,,,,,,,,,TAB,30,,
PODINE MOUTH WASH,785210,H66.9     ,,,Povidone-iodine,PODINE MOUTH WASH,,Yes,,Yes,,36.08,40.41,,,,,Yes,,,,,,,,,,,MW,200,,
BETNESOL 5ML,708267,H66.0     ,,,Betamethasone,BETNESOL 5ML,,Yes,,Yes,,161.81,181.23,,,,,Yes,,,,,,,,,,,OPD,1,,
COVANCAINE 20ML,716596,H65       ,,,Antiinfectives combinations,COVANCAINE 20ML,,Yes,,Yes,,38.64,43.28,,,,,Yes,,,,,,,,,,,INJ,1,,
COVOMYCIN 7.5ML,716634,H65,,,Antiinfectives combinations,COVOMYCIN 7.5ML,,Yes,,Yes,,95.73,107.22,,,,,Yes,,,,,,,,,,,OPD,1,,
PROBIFLORA JUNIOR,703326,H61.2     ,,,Lactic acid producing organisms; combinations,PROBIFLORA JUNIOR,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CAP,10,,
OTOSPORIN 10ML,820717,H60.5     ,,,Hydrocortisone and antiinfectives,OTOSPORIN 10ML,,Yes,,Yes,,93.09,104.26,,,,,Yes,,,,,,,,,,,OPD,1,,
AURONE 15ML,705780,H60.5     ,,,Phenazone,AURONE 15ML,,Yes,,Yes,,58.56,65.59,,,,,Yes,,,,,,,,,,,EDR,1,,
OTISED 15ML,751537,H60       ,,,Combinations,OTISED 15ML,,Yes,,Yes,,10.91,12.22,,,,,Yes,,,,,,,,,,,OPD,1,,
PHENYLEPHRINE HCL 1ML AMPOULE,802638,H53.2     ,,,Phenylephrine,PHENYLEPHRINE HCL 1ML AMPOULE,,Yes,,Yes,,413.89,463.56,,,,,Yes,,,,,,,,,,,INJ,1,,
ALPHAGAN PURITE 5ML,709410,H40.6     ,,,Brimonidine,ALPHAGAN PURITE 5ML,,Yes,,Yes,,189.94,212.73,,,,,Yes,,,,,,,,,,,OPD,1,,
ATROPINE 5ML,705632,H40.5,,,Atropine,ATROPINE 5ML,,Yes,,Yes,,34.18,38.28,,,,,Yes,,,,,,,,,,,INJ,1,,
BETOPTIC,708445,H40.1     ,,,Betaxolol,BETOPTIC,,Yes,,Yes,,178.86,200.32,,,,,Yes,,,,,,,,,,,OPD,20,,
LUMIGAN,716754,H40.1     ,,,Bimatoprost,LUMIGAN,,Yes,,Yes,,199.5,223.44,,,,,Yes,,,,,,,,,,,OPD,1,,
COSOPT 5ML,860379,H40.1     ,,,Dorzolamide,COSOPT 5ML,,Yes,,Yes,,196.81,220.43,,,,,Yes,,,,,,,,,,,OPD,1,,
BETAGAN 7.5ML,781134,H40.1,,,Levobunolol,BETAGAN 7.5ML,,Yes,,Yes,,186.84,209.26,,,,,Yes,,,,,,,,,,,OPD,1,,
ACETAZOLAMIDE,267345,H40,,,Acetazolamide,ACETAZOLAMIDE,,Yes,,Yes,,74.96,83.96,,,,,Yes,,,,,,,,,,,TAB,30,,
APO ACETAZOLAMIDE 250MG TAB,267188,H40,,,Acetazolamide,APO ACETAZOLAMIDE 250MG TAB,,Yes,,Yes,,74.96,83.96,,,,,Yes,,,,,,,,,,,TAB,30,,
DIAMOX,719471,H40,,,Acetazolamide,DIAMOX,,Yes,,Yes,,66.21,74.16,,,,,Yes,,,,,,,,,,,TAB,30,,
APO ACETAZOLAMIDE 250MG TAB,967188,H40,,,Acetazolamide,APO ACETAZOLAMIDE 250MG TAB,,Yes,,Yes,,74.96,83.96,,,,,Yes,,,,,,,,,,,TAB,30,,
ACETAZOLAMIDE,967345,H40,,,Acetazolamide,ACETAZOLAMIDE,,Yes,,Yes,,106.21,118.96,,,,,Yes,,,,,,,,,,,TAB,30,,
ACETAZOLAMIDE,290175,H40,,,Acetazolamide,ACETAZOLAMIDE,,Yes,,Yes,,107.04,119.88,,,,,Yes,,,,,,,,,,,TAB,100,,
LUMIGAN 3ML,703666,H40,,,Bimatoprost,LUMIGAN 3ML,,Yes,,Yes,,231.15,258.89,,,,,Yes,,,,,,,,,,,OPD,1,,
COMBIGAN 2MG/5MG 5ML,709863,H40,,,Timolol combinations,COMBIGAN 2MG/5MG 5ML,,Yes,,Yes,,263.02,294.58,,,,,Yes,,,,,,,,,,,OPD,1,,
GANFORT 3ML,714110,H40,,,Timolol combinations,GANFORT 3ML,,Yes,,Yes,,271.1,303.63,,,,,Yes,,,,,,,,,,,INJ,1,,
XALACOM 2.5ML,702983,H40,,,Timolol combinations,XALACOM 2.5ML,,Yes,,Yes,,266.21,298.16,,,,,Yes,,,,,,,,,,,OPD,1,,
MIN PHENYLEPHRIN HCL,743429,H33.2     ,,,Phenylephrine,MIN PHENYLEPHRIN HCL,,Yes,,Yes,,304.85,341.43,,,,,Yes,,,,,,,,,,,OPD,1,,
MIN TETRACAINE HCL ( WAS MIN AMETHOCAINE,743518,H33.2     ,,,Tetracaine,MIN TETRACAINE HCL ( WAS MIN AMETHOCAINE,,Yes,,Yes,,15.82,17.72,,,,,Yes,,,,,,,,,,,OPD,1,,
"AMVISC 0,8ML INTRAOCULAR",833525,H25.1     ,,,Hyaluronic acid,"AMVISC 0,8ML INTRAOCULAR",,Yes,,Yes,,545.06,610.47,,,,,Yes,,,,,,,,,,,INJ,1,,
HEALON GV 0.55ML,799602,H25.1     ,,,Hyaluronic acid,HEALON GV 0.55ML,,Yes,,Yes,,469,525.28,,,,,Yes,,,,,,,,,,,INJ,1,,
HEALON GV 0.85ML,846139,H25.1     ,,,Hyaluronic acid,HEALON GV 0.85ML,,Yes,,Yes,,774.87,867.85,,,,,Yes,,,,,,,,,,,INJ,1,,
CIPLA-FLUCONAZOLE,704116,H16.0     ,,,Fluconazole,CIPLA-FLUCONAZOLE,,Yes,,Yes,,660.8,740.1,,,,,Yes,,,,,,,,,,,CAP,30,,
REFRESH LIQUIGEL 15ML,706240,H11.9,,,Artificial tears and other indifferent preparations,REFRESH LIQUIGEL 15ML,,Yes,,Yes,,99.26,111.17,,,,,Yes,,,,,,,,,,,OPD,1,,
OPTIVE 10ML,709652,H11.9,,,Artificial tears and other indifferent preparations,OPTIVE 10ML,,Yes,,Yes,,103.1,115.47,,,,,Yes,,,,,,,,,,,OPD,1,,
FUCIDIN,783641,H11.0     ,,,Fusidic acid,FUCIDIN,,Yes,,Yes,,86.49,96.87,,,,,Yes,,,,,,,,,,,EOI,1,,
DURATEARS 3.5G,721719,H11.0     ,,,Artificial tears and other indifferent preparations,DURATEARS 3.5G,,Yes,,Yes,,101.95,114.18,,,,,Yes,,,,,,,,,,,OPD,1,,
REFRESH TEARS 15ML,704150,H11.0     ,,,Artificial tears and other indifferent preparations,REFRESH TEARS 15ML,,Yes,,Yes,,86.8,97.22,,,,,Yes,,,,,,,,,,,OPD,1,,
BSS SOLUTION 15ML,711020,H11.0     ,,,Artificial tears and other indifferent preparations,BSS SOLUTION 15ML,,Yes,,Yes,,52.71,59.04,,,,,Yes,,,,,,,,,,,OPD,1,,
"CILOXAN 3,5G",701064,H11.0     ,,,Ciprofloxacin,"CILOXAN 3,5G",,Yes,,Yes,,155.54,174.2,,,,,Yes,,,,,,,,,,,E0I,1,,
ACULAR 5ML,820032,H11.0     ,,,Ketorolac,ACULAR 5ML,,Yes,,Yes,,229.28,256.79,,,,,Yes,,,,,,,,,,,OPD,1,,
PRED-FORTE 5ML,756458,H11.0     ,,,Prednisolone,PRED-FORTE 5ML,,Yes,,Yes,,184.76,206.93,,,,,Yes,,,,,,,,,,,OPD,1,,
COVOSTET 15ML,716650,H11.0     ,,,Tetracaine,COVOSTET 15ML,,Yes,,Yes,,162.18,181.64,,,,,Yes,,,,,,,,,,,OPD,1,,
CHLORAMEX 3.5G,713724,H11       ,,,Chloramphenicol,CHLORAMEX 3.5G,,Yes,,Yes,,13.65,15.29,,,,,Yes,,,,,,,,,,,OPD,1,,
CHLORNICOL EYE OINTMENT [1 G],267017,H11       ,,,Chloramphenicol,CHLORNICOL EYE OINTMENT [1 G],,Yes,,Yes,,32.35,36.23,,,,,Yes,,,,,,,,,,,OPD,1,,
CHLORAMPHENICOL,290174,H11       ,,,Chloramphenicol,CHLORAMPHENICOL,,Yes,,Yes,,14.22,15.93,,,,,Yes,,,,,,,,,,,OPD,10,,
CHLOROMYCETIN REDIDROPS 10MLS,874175,H11       ,,,Chloramphenicol,CHLOROMYCETIN REDIDROPS 10MLS,,Yes,,Yes,,20.16,22.58,,,,,Yes,,,,,,,,,,,OPD,10,,
MIN CHLORAMPHENICOL,743550,H11       ,,,Chloramphenicol,MIN CHLORAMPHENICOL,,Yes,,Yes,,198.72,222.57,,,,,Yes,,,,,,,,,,,OPD,10,,
CHLOROMYCETIN REDIDR 5ML,713821,H11       ,,,Chloramphenicol,CHLOROMYCETIN REDIDR 5ML,,Yes,,Yes,,89.79,100.56,,,,,Yes,,,,,,,,,,,OPD,10,,
OPTIVE 15ML,711710,H11,,,Artificial tears and other indifferent preparations,OPTIVE 15ML,,Yes,,Yes,,133.41,149.42,,,,,Yes,,,,,,,,,,,OPD,1,,
MAXIDEX 5ML,740446,H11,,,Dexamethasone,MAXIDEX 5ML,,Yes,,Yes,,143.04,160.2,,,,,Yes,,,,,,,,,,,OPD,1,,
RELESTAT 5ML,707876,H11,,,Epinastine,RELESTAT 5ML,,Yes,,Yes,,120.91,135.42,,,,,Yes,,,,,,,,,,,OPD,1,,
CELLUFRESH SINGLE DOSE VIAL 0.4ML,861510,H10.9     ,,,Artificial tears and other indifferent preparations,CELLUFRESH SINGLE DOSE VIAL 0.4ML,,Yes,,Yes,,69.99,78.39,,,,,Yes,,,,,,,,,,,OPD,30,,
CELLUVISC 0.4ML SINGLE DOSE VIAL,825085,H10.9     ,,,Artificial tears and other indifferent preparations,CELLUVISC 0.4ML SINGLE DOSE VIAL,,Yes,,Yes,,95.91,107.42,,,,,Yes,,,,,,,,,,,OPD,120,,
NEODEXONE EYE/EAR DROPS,267074,H10.9     ,,,Dexamethasone,NEODEXONE EYE/EAR DROPS,,Yes,,Yes,,54.54,61.08,,,,,Yes,,,,,,,,,,,OPD,1,,
COVOMYCIN-D 7.5ML,716626,H10.9     ,,,Dexamethasone and antiinfectives,COVOMYCIN-D 7.5ML,,Yes,,Yes,,110.71,124,,,,,Yes,,,,,,,,,,,OPD,1,,
SOFRADEX 8ML,764868,H10.9     ,,,Dexamethasone and antiinfectives,SOFRADEX 8ML,,Yes,,Yes,,169,189.28,,,,,Yes,,,,,,,,,,,OPD,1,,
ALOMIDE 10ML,806412,H10.9     ,,,Lodoxamide,ALOMIDE 10ML,,Yes,,Yes,,210.58,235.85,,,,,Yes,,,,,,,,,,,OPD,1,,
EXOCIN 5ML,839957,H10.9     ,,,Ofloxacin,EXOCIN 5ML,,Yes,,Yes,,82.29,92.16,,,,,Yes,,,,,,,,,,,OPD,1,,
OCTIN OPTHALMIC DROPS 5ML,702935,H10.9     ,,,Ofloxacin,OCTIN OPTHALMIC DROPS 5ML,,Yes,,Yes,,71.28,79.83,,,,,Yes,,,,,,,,,,,OPD,1,,
PREFRIN 15ML,756555,H10.9     ,,,Phenylephrine combinations,PREFRIN 15ML,,Yes,,Yes,,44.32,49.64,,,,,Yes,,,,,,,,,,,OPD,15,,
TETRACYCLINE 1% EYE OINTMENT [1 G],267096,H10.9     ,,,Tetracycline,TETRACYCLINE 1% EYE OINTMENT [1 G],,Yes,,Yes,,0.02,0.02,,,,,Yes,,,,,,,,,,,E0I,1,,
GEMINI 15ML,728608,H10.9     ,,,Tetryzoline combinations,GEMINI 15ML,,Yes,,Yes,,40.24,45.07,,,,,Yes,,,,,,,,,,,OPD,1,,
MIN FLUORESCEIN SOD,743534,H10.5     ,,,Fluorescein,MIN FLUORESCEIN SOD,,Yes,,Yes,,16.3,18.26,,,,,Yes,,,,,,,,,,,OPD,1,,
TAMIGEN EAR EYE DROPS,267274,H10.5     ,,,Gentamicin,TAMIGEN EAR EYE DROPS,,Yes,,Yes,,24.93,27.92,,,,,Yes,,,,,,,,,,,OPD,1,,
MIN CYCLOPENTO HCL,743402,H10.4     ,,,Cyclopentolate,MIN CYCLOPENTO HCL,,Yes,,Yes,,340.38,381.23,,,,,Yes,,,,,,,,,,,OPD,20,,
TAMIGEN EAR EYE DROPS,967274,H10.3     ,,,Gentamicin,TAMIGEN EAR EYE DROPS,,Yes,,Yes,,24,26.88,,,,,Yes,,,,,,,,,,,OPD,1,,
CROMABAK 10ML,700864,H10.1     ,,,Cromoglicic acid,CROMABAK 10ML,,Yes,,Yes,,100.53,112.59,,,,,Yes,,,,,,,,,,,OPD,1,,
NEOPAN 15ML,746568,H10.1     ,,,Neomycin,NEOPAN 15ML,,Yes,,Yes,,16.34,18.3,,,,,Yes,,,,,,,,,,,OPD,10,,
OXYLIN 15ML,751952,H10.1     ,,,Oxymetazoline,OXYLIN 15ML,,Yes,,Yes,,68.53,76.75,,,,,Yes,,,,,,,,,,,OPD,1,,
TETRACYCLINE 1% EYE OINTMENT [1 G],967096,H10.1     ,,,Tetracycline,TETRACYCLINE 1% EYE OINTMENT [1 G],,Yes,,Yes,,0.08,0.09,,,,,Yes,,,,,,,,,,,EOI,3.5,,
SPERSALLERG 10ML,765856,H10.1     ,,,Tetryzoline combinations,SPERSALLERG 10ML,,Yes,,Yes,,45.26,50.69,,,,,Yes,,,,,,,,,,,OPD,1,,
CHLORNICOL 3.5G,713872,H10.0     ,,,Chloramphenicol,CHLORNICOL 3.5G,,Yes,,Yes,,15.81,17.71,,,,,Yes,,,,,,,,,,,OPD,1,,
FML-NEO 5ML,726966,H10.0     ,,,Fluorometholone and antiinfectives,FML-NEO 5ML,,Yes,,Yes,,181.15,202.89,,,,,Yes,,,,,,,,,,,OPD,1,,
EFEMOLINE 5ML,722294,H10.0     ,,,Fluorometholone and mydriatics,EFEMOLINE 5ML,,Yes,,Yes,,139.8,156.58,,,,,Yes,,,,,,,,,,,OPD,1,,
SPERSANICOL 4G,765880,H10.0     ,,,Chloramphenicol,SPERSANICOL 4G,,Yes,,Yes,,42.2,47.26,,,,,Yes,,,,,,,,,,,OPD,10,,
SPERSANICOL 10ML,765872,H10.0     ,,,Chloramphenicol,SPERSANICOL 10ML,,Yes,,Yes,,56.8,63.62,,,,,Yes,,,,,,,,,,,OPD,10,,
TOBRADEX 5ML,789194,H10.0     ,,,Dexamethasone and antiinfectives,TOBRADEX 5ML,,Yes,,Yes,,177.48,198.78,,,,,Yes,,,,,,,,,,,OPD,1,,
TOBREX 3.5G,771104,H10.0     ,,,Tobramycin,TOBREX 3.5G,,Yes,,Yes,,105.56,118.23,,,,,Yes,,,,,,,,,,,OPD,1,,
TOBREX 5ML,771082,H10.0     ,,,Tobramycin,TOBREX 5ML,,Yes,,Yes,,114.49,128.23,,,,,Yes,,,,,,,,,,,OPD,1,,
CHLORAMPHENICOL 10ML,904376,H10       ,,,Chloramphenicol,CHLORAMPHENICOL 10ML,,Yes,,Yes,,37.49,41.99,,,,,Yes,,,,,,,,,,,OPD,1,,
"STOP ALLERG 13,5ML",894605,H10       ,,,Cromoglicic acid,"STOP ALLERG 13,5ML",,Yes,,Yes,,34.3,38.42,,,,,Yes,,,,,,,,,,,OPD,1,,
SPERSADEX 5ML,765821,H10       ,,,Dexamethasone,SPERSADEX 5ML,,Yes,,Yes,,125.34,140.38,,,,,Yes,,,,,,,,,,,OPD,1,,
SPERSADEX COMP 5ML,765813,H10       ,,,Dexamethasone and antiinfectives,SPERSADEX COMP 5ML,,Yes,,Yes,,157.81,176.75,,,,,Yes,,,,,,,,,,,OPD,1,,
FML 5ML,726958,H10,,,Fluorometholone,FML 5ML,,Yes,,Yes,,173.6,194.43,,,,,Yes,,,,,,,,,,,OPD,1,,
AURONE FORTE 15ML,OPD,H10,,,Combinations,AURONE FORTE 15ML,,Yes,,Yes,,36.99,41.43,,,,,Yes,,,,,,,,,,,EDR,15,,
MAXITROL 3.5G,740462,H10,,,Dexamethasone and antiinfectives,MAXITROL 3.5G,,Yes,,Yes,,156.07,174.8,,,,,Yes,,,,,,,,,,,EOI,1,,
"TOBRADEX 3,5G",789186,H10,,,Dexamethasone and antiinfectives,"TOBRADEX 3,5G",,Yes,,Yes,,177.28,198.55,,,,,Yes,,,,,,,,,,,EOI,1,,
MAXITROL 5ML,740454,H10,,,Dexamethasone and antiinfectives,MAXITROL 5ML,,Yes,,Yes,,158.55,177.58,,,,,Yes,,,,,,,,,,,OPD,1,,
CILODEX 5ML 3MG/1MG PER 1ML,710689,H10,,,Dexamethasone and antiinfectives,CILODEX 5ML 3MG/1MG PER 1ML,,Yes,,Yes,,250.51,280.57,,,,,Yes,,,,,,,,,,,INJ,1,,
UNIVERSAL EYE 15ML,773883,H10,,,Phenylephrine combinations,UNIVERSAL EYE 15ML,,Yes,,Yes,,19.73,22.1,,,,,Yes,,,,,,,,,,,TAB,1,,
PRED-MILD 5ML,756466,H10,,,Prednisolone,PRED-MILD 5ML,,Yes,,Yes,,149.8,167.78,,,,,Yes,,,,,,,,,,,OPD,1,,
MESTINON,742279,G70.0,,,Pyridostigmine,MESTINON,,Yes,,Yes,,1479.42,1656.95,,,,,Yes,,,,,,,,,,,TAB,60,,
TEGRETOL 200,769398,G62.9     ,,,Carbamazepine,TEGRETOL 200,,Yes,,Yes,,212.7,238.22,,,,,Yes,,,,,,,,,,,TAB,60,,
CARBAMAZEPINE,901512,G62.9     ,,,Carbamazepine,CARBAMAZEPINE,,Yes,,Yes,,94.59,105.94,,,,,Yes,,,,,,,,,,,TAB,60,,
CARBATOL 200MG TABS,267133,G62.9     ,,,Carbamazepine,CARBATOL 200MG TABS,,Yes,,Yes,,0.02,0.02,,,,,Yes,,,,,,,,,,,TAB,60,,
SANDOZ CARBAMAZEPINE,712523,G62.9     ,,,Carbamazepine,SANDOZ CARBAMAZEPINE,,Yes,,Yes,,104.19,116.69,,,,,Yes,,,,,,,,,,,TAB,60,,
STORILAT,267447,G62.9     ,,,Carbamazepine,STORILAT,,Yes,,Yes,,220.77,247.26,,,,,Yes,,,,,,,,,,,TAB,60,,
DEGRANOL,712493,G62.9     ,,,Carbamazepine,DEGRANOL,,Yes,,Yes,,222.69,249.41,,,,,Yes,,,,,,,,,,,TAB,60,,
STORILAT,967447,G62.9     ,,,Carbamazepine,STORILAT,,Yes,,Yes,,108,120.96,,,,,Yes,,,,,,,,,,,TAB,60,,
SANDOZ CARBAMAZEPINE CR,705597,G62.9     ,,,Carbamazepine,SANDOZ CARBAMAZEPINE CR,,Yes,,Yes,,99.38,111.31,,,,,Yes,,,,,,,,,,,TAB,60,,
STUGERON,767123,G62.8     ,,,Cinnarizine,STUGERON,,Yes,,Yes,,248.61,278.44,,,,,Yes,,,,,,,,,,,TAB,50,,
EPANUTIN,723525,G47.9,,,Phenytoin,EPANUTIN,,Yes,,Yes,,242.75,271.88,,,,,Yes,,,,,,,,,,,TAB,60,,
PHENYTOIN SOD,754870,G47.9,,,Phenytoin,PHENYTOIN SOD,,Yes,,Yes,,612.72,686.25,,,,,Yes,,,,,,,,,,,TAB,60,,
EPANUTIN 5ML,723576,G47.9,,,Phenytoin,EPANUTIN 5ML,,Yes,,Yes,,223.62,250.45,,,,,Yes,,,,,,,,,,,INJ,60,,
ZOPAX,826693,G47.0     ,,,Alprazolam,ZOPAX,,Yes,,Yes,,95.47,106.93,,,,,Yes,,,,,,,,,,,TAB,30,,
ZOPICLONE,290093,G47.0     ,,,Zopiclone,ZOPICLONE,,Yes,,Yes,,25.68,28.76,,,,,Yes,,,,,,,,,,,TAB,30,,
SANDOZ BROMAZEPAM,710784,G47.0     ,,,Bromazepam,SANDOZ BROMAZEPAM,,Yes,,Yes,,21.31,23.87,,,,,Yes,,,,,,,,,,,TAB,30,,
LEXOTAN,737941,G47.0     ,,,Bromazepam,LEXOTAN,,Yes,,Yes,,146.83,164.45,,,,,Yes,,,,,,,,,,,TAB,30,,
LEXILIUM,967407,G47.0     ,,,Bromazepam,LEXILIUM,,Yes,,Yes,,24.3,27.22,,,,,Yes,,,,,,,,,,,TAB,30,,
LEXOTAN,737933,G47.0     ,,,Bromazepam,LEXOTAN,,Yes,,Yes,,85.44,95.69,,,,,Yes,,,,,,,,,,,TAB,30,,
LEXOTAN,737933,G47.0     ,,,Bromazepam,LEXOTAN,,Yes,,Yes,,282.55,316.46,,,,,Yes,,,,,,,,,,,TAB,90,,
ANAFRANIL,703419,G47.0     ,,,Clomipramine,ANAFRANIL,,Yes,,Yes,,324.86,363.84,,,,,Yes,,,,,,,,,,,TAB,50,,
ANAFRANIL,703427,G47.0     ,,,Clomipramine,ANAFRANIL,,Yes,,Yes,,444.32,497.64,,,,,Yes,,,,,,,,,,,TAB,50,,
BETASLEEP(PHENTAMINE,754676,G47.0     ,,,Diphenhydramine,BETASLEEP(PHENTAMINE,,Yes,,Yes,,26.95,30.18,,,,,Yes,,,,,,,,,,,TAB,12,,
ADCO-ZOPIMED,867365,G47.0     ,,,Zopiclone,ADCO-ZOPIMED,,Yes,,Yes,,62.75,70.28,,,,,Yes,,,,,,,,,,,TAB,30,,
